message_id,chunk_id,ts_unix,day,sender,body
m025771,103,1744433029,2025-04-12,我,还是等雪小了再去吧
m025772,103,1744433067,2025-04-12,我,还是等暖和一点再说 看看端午
m025774,103,1744433117,2025-04-12,我,去要是靠骑马走下来 那就没意思了
m025777,103,1744433186,2025-04-12,我,看风景有自驾路线
m025778,103,1744433193,2025-04-12,我,也有轻松很多的路线
m025779,103,1744433227,2025-04-12,救命恩人唐白白,好叭
m025781,103,1744433256,2025-04-12,我,正好错峰也挺好的
m025783,103,1744433292,2025-04-12,我,很多线都是五一当天才开放
m025784,103,1744433303,2025-04-12,我,五一人肯定超级多
m025787,103,1744433355,2025-04-12,我,徒步路线不像景区 承载能力比较弱
m025788,103,1744433378,2025-04-12,我,就那一个村几家民宿 吃喝拉撒人一多都麻烦
m025789,103,1744433398,2025-04-12,我,不过端午的话，可以考虑的路线就很多啦
m025792,103,1744433475,2025-04-12,我,六月开始，从新疆到甘肃到西藏到云南到川西 都是徒步的好季节
m025793,103,1744433492,2025-04-12,救命恩人唐白白,hhhhh
m025794,103,1744433507,2025-04-12,我,高海拔都是一样的问题 五月太冷雪太厚 徒步窗口期就6月到10月
m025795,103,1744433581,2025-04-12,救命恩人唐白白,真好诶
m025796,103,1744433588,2025-04-12,救命恩人唐白白,你快快安排起来
m025797,103,1744433609,2025-04-12,救命恩人唐白白,争取今年
m025798,103,1744433622,2025-04-12,救命恩人唐白白,你自己定小目标吧！
m025800,103,1744433656,2025-04-12,我,hhhh 去吧
m025801,103,1744441949,2025-04-12,救命恩人唐白白,我在看机票 发现我去年这四趟的机票total
m025802,103,1744441955,2025-04-12,救命恩人唐白白,是
m025803,103,1744441962,2025-04-12,救命恩人唐白白,6000一个人
m025805,103,1744442006,2025-04-12,救命恩人唐白白,上海飞伦敦 伦敦飞米兰 罗马飞伦敦 伦敦飞北京
m025806,103,1744442033,2025-04-12,救命恩人唐白白,一共才6000含税含基建燃油的所有
m025807,103,1744442046,2025-04-12,救命恩人唐白白,怎么不算是一个买机票小天才呢
m025808,103,1744442109,2025-04-12,我,确实还挺便宜
m025809,103,1744442134,2025-04-12,我,我看拉萨的机票来回就得7000了
m025810,103,1744442152,2025-04-12,我,徒步真贵呀
m025811,103,1744442181,2025-04-12,我,主要是徒步那些线 你十天去新疆或者西藏都能玩个差不多 徒步十天就只能走一条长线
m025812,103,1744442195,2025-04-12,救命恩人唐白白,这么来算的话
m025814,103,1744442227,2025-04-12,救命恩人唐白白,那收获体验可完全不一样哦
m025815,103,1744442237,2025-04-12,我,因为新疆，西藏这种都很大 一条线走完就走了很小很小的一个点
m025816,103,1744442238,2025-04-12,救命恩人唐白白,可以吹牛的地方也完全不一样
m025817,103,1744442248,2025-04-12,救命恩人唐白白,关键是自己内心的体验
m025818,103,1744442252,2025-04-12,救命恩人唐白白,很不一样
m025819,103,1744442265,2025-04-12,救命恩人唐白白,走马观花的话基本过几年就忘了
m025822,103,1744442337,2025-04-12,我,那倒也不至于
m025823,103,1744442337,2025-04-12,救命恩人唐白白,你这次沙漠这个也挺难忘的吧
m025824,103,1744442349,2025-04-12,我,时间久了还是会忘的呀
m025825,103,1744442367,2025-04-12,我,眼睛看过的会忘 走路的感受也会慢慢忘
m025826,103,1744442563,2025-04-12,救命恩人唐白白,哎呀 但是值得
m025827,103,1744442593,2025-04-12,救命恩人唐白白,去是肯定要去的
m025828,103,1744442633,2025-04-12,救命恩人唐白白,尽量找找省钱的办法[脸红]
m025829,103,1744443131,2025-04-12,我,想来想去，最简单的办法 就是transfer到成都
m025830,103,1744443134,2025-04-12,我,[脸红]
m025831,103,1744443192,2025-04-12,我,不过嘛，这两年户外火，过两年可能就降温了，各种价格可能也会便宜很多
m025832,103,1744443284,2025-04-12,我,从长远的角度考虑 如果还想徒步十来年的话 最省钱的办法 还是得身体强壮最省钱
m025834,103,1744443613,2025-04-12,救命恩人唐白白,这是我们第二次讨论去成都生活的话题了
m025835,103,1744443625,2025-04-12,救命恩人唐白白,看来你真的有在考虑
m025836,103,1744443721,2025-04-12,我,也只是随口一说罢了
m025837,103,1744443724,2025-04-12,我,没研究过
m025838,103,1744443746,2025-04-12,我,西安飞去西北西南那些地方也会便宜很多
m025839,103,1744443796,2025-04-12,我,但徒步不能当饭吃 省几千块钱可不是决定base在哪的核心因素
m025840,103,1744443808,2025-04-12,救命恩人唐白白,hhhhhh
m025841,103,1744443816,2025-04-12,救命恩人唐白白,是啰
m025843,103,1744443839,2025-04-12,救命恩人唐白白,那才哪到哪
m025844,103,1744444080,2025-04-12,我,那说不准到时候有什么奇怪的新爱好
m025845,103,1744444129,2025-04-12,救命恩人唐白白,okay
m025846,103,1744444136,2025-04-12,救命恩人唐白白,那今晚打打拳吧
m025847,103,1744444138,2025-04-12,救命恩人唐白白,[脸红]
m025848,103,1744444145,2025-04-12,我,那倒也可以
m025849,103,1744444168,2025-04-12,救命恩人唐白白,答应得倒是挺爽快
m025850,103,1744444213,2025-04-12,我,嗯哼
m025851,103,1744444224,2025-04-12,我,你reading了多久了，今天
m025852,103,1744444359,2025-04-12,救命恩人唐白白,[囧]
m025853,103,1744444381,2025-04-12,我,你早上答应的也很爽快哦
m025854,103,1744444393,2025-04-12,救命恩人唐白白,我再搜一会会机票就开始读书
m025856,103,1744444415,2025-04-12,我,加油
m025857,103,1744450491,2025-04-12,救命恩人唐白白,我买完了
m025858,103,1744450494,2025-04-12,救命恩人唐白白,机票
m025859,103,1744453688,2025-04-12,我,我游戏也打完了
m025860,103,1744453694,2025-04-12,我,开始reading
m025861,103,1744454260,2025-04-12,救命恩人唐白白,我在包馄饨
m025862,103,1744454264,2025-04-12,救命恩人唐白白,吃完reading
m025864,103,1744454275,2025-04-12,救命恩人唐白白,那我也要说
m025866,103,1744454287,2025-04-12,救命恩人唐白白,4200 往返
m025867,103,1744454294,2025-04-12,救命恩人唐白白,你就说天不天才吧
m025868,103,1744454513,2025-04-12,我,这么便宜
m025869,103,1744454539,2025-04-12,我,[脸红]
m025870,103,1744454609,2025-04-12,我,怎么做到的
m025873,103,1744454770,2025-04-12,我,原来搜索按价格排序一下就行了
m025876,103,1744454926,2025-04-12,我,突然想起来你不是英区流子吗
m025877,103,1744454982,2025-04-12,救命恩人唐白白,怎么了
m025878,103,1744454994,2025-04-12,救命恩人唐白白,这还用突然想起来啊
m025879,103,1744455034,2025-04-12,救命恩人唐白白,全球全网无敌价格
m025880,103,1744455036,2025-04-12,救命恩人唐白白,[脸红]
m025881,103,1744455121,2025-04-12,我,你怎么又要去那里
m025882,103,1744455131,2025-04-12,我,一般人旅游都是优先去没去过的地方吧
m025883,103,1744457509,2025-04-12,救命恩人唐白白,那我不一样呀
m025884,103,1744457519,2025-04-12,救命恩人唐白白,我对英国感情深厚哦
m025886,103,1744458550,2025-04-12,我,吃的不错
m025887,103,1744459731,2025-04-12,救命恩人唐白白,没了？
m025888,103,1744459751,2025-04-12,救命恩人唐白白,我的手艺诶这可是
m025889,103,1744459919,2025-04-12,救命恩人唐白白,算了没了没了吧
m025890,103,1744459925,2025-04-12,救命恩人唐白白,你吃了啥
m025891,103,1744459984,2025-04-12,我,你自己包的？
m025892,103,1744459988,2025-04-12,我,我还以为买的呢
m025893,103,1744459997,2025-04-12,我,卖相真不错
m025894,103,1744460021,2025-04-12,我,我吃了面
m025896,103,1744460374,2025-04-12,救命恩人唐白白,怎么回事呢 为什么现在给你发的字你都不看
m025898,103,1744460567,2025-04-12,我,因为我以为他是饺子
m025899,103,1744460609,2025-04-12,我,你好暴力呀
m025900,103,1744460775,2025-04-12,救命恩人唐白白,比你动不动拿个破🍳拍人脑袋强
m025901,103,1744460816,2025-04-12,我,我那是扇风
m025902,103,1744460826,2025-04-12,我,没有拍脑袋
m025904,103,1744470729,2025-04-12,我,我打完拳了 去洗澡了 你今天的reading进度 记得向我汇报
m025908,103,1744473332,2025-04-12,我,你好优秀
m025909,103,1744473335,2025-04-12,我,优秀白
m025910,103,1744473383,2025-04-12,我,等等
m025911,103,1744473389,2025-04-12,我,日均30分钟
m025912,103,1744473401,2025-04-12,我,比上周增加520%
m025914,103,1744473431,2025-04-12,我,你上周疑似有点
m025915,103,1744473441,2025-04-12,我,没咋看
m025916,103,1744473601,2025-04-13,救命恩人唐白白,哈哈哈哈哈哈哈
m025917,103,1744473627,2025-04-13,救命恩人唐白白,就是有的时候呢
m025918,103,1744473645,2025-04-13,救命恩人唐白白,刻意隐藏下自己的聪明
m025919,103,1744473657,2025-04-13,救命恩人唐白白,可以获得对方更多的喜爱哦☺️
m025920,103,1744473671,2025-04-13,我,那你觉得这本书好看吗
m025922,103,1744473709,2025-04-13,救命恩人唐白白,好看
m025923,103,1744473745,2025-04-13,救命恩人唐白白,而且被他儿子修订的很新很结合时事
m025924,103,1744473759,2025-04-13,救命恩人唐白白,相比上一本
m025925,103,1744473774,2025-04-13,救命恩人唐白白,我读起来更容易走神
m025926,103,1744473777,2025-04-13,救命恩人唐白白,[囧]
m025927,103,1744473783,2025-04-13,我,嘿嘿 看来序章也好好看了
m025928,103,1744473793,2025-04-13,我,why
m025929,103,1744473802,2025-04-13,我,无聊吗 还是信息密度太低了
m025930,103,1744473802,2025-04-13,救命恩人唐白白,那当然
m025931,103,1744473816,2025-04-13,救命恩人唐白白,不是
m025932,103,1744473828,2025-04-13,救命恩人唐白白,感觉就是行文风格的不同
m025933,103,1744473842,2025-04-13,救命恩人唐白白,我也说不好
m025934,103,1744473874,2025-04-13,救命恩人唐白白,也有可能是我前几次读
m025935,103,1744473890,2025-04-13,救命恩人唐白白,时间有点紧张 没有静心
m025936,103,1744473903,2025-04-13,救命恩人唐白白,今天感觉才算是真正读进去
m025937,103,1744473909,2025-04-13,救命恩人唐白白,还是觉得很好看的
m025939,103,1744473979,2025-04-13,我,这本书专业性其实要比上一本强一些
m025940,103,1744473988,2025-04-13,我,有些实验描述的比较细
m025941,103,1744474013,2025-04-13,救命恩人唐白白,确实是
m025942,103,1744474030,2025-04-13,我,所以要求比较专心
m025943,103,1744474055,2025-04-13,救命恩人唐白白,那我就专心读呗
m025944,103,1744474062,2025-04-13,救命恩人唐白白,我可以做到专心
m025946,103,1744474107,2025-04-13,救命恩人唐白白,我读的时候还会联想到你哦
m025947,103,1744474117,2025-04-13,救命恩人唐白白,😬
m025948,103,1744474159,2025-04-13,我,也要多联想联想自己哦
m025949,103,1744474179,2025-04-13,救命恩人唐白白,联想到你的时候就算是联想到我了
m025950,103,1744474181,2025-04-13,救命恩人唐白白,[脸红]
m025951,103,1744474188,2025-04-13,救命恩人唐白白,困啦
m025952,103,1744474203,2025-04-13,我,睡觉吧
m025953,103,1744474206,2025-04-13,救命恩人唐白白,你呢
m025954,103,1744474208,2025-04-13,我,我今晚也打算早早睡觉
m025955,103,1744474213,2025-04-13,救命恩人唐白白,你读了多久
m025956,103,1744474213,2025-04-13,我,已经上床了
m025957,103,1744474215,2025-04-13,救命恩人唐白白,今天
m025958,103,1744474236,2025-04-13,我,25分钟
m025959,103,1744474274,2025-04-13,我,还得看70分钟 才能达成我的小目标
m025960,103,1744474319,2025-04-13,救命恩人唐白白,对你来说手拿把掐
m025961,103,1744474330,2025-04-13,救命恩人唐白白,噢噢 我今天除了阅读 还收拾了房间
m025962,103,1744474333,2025-04-13,救命恩人唐白白,还
m025963,103,1744474338,2025-04-13,救命恩人唐白白,锻炼了
m025965,103,1744474360,2025-04-13,我,这图好糊
m025966,103,1744474377,2025-04-13,救命恩人唐白白,明天你可得好好像我学习
m025967,103,1744474392,2025-04-13,我,那你明天也要做我的榜样
m025969,103,1744474431,2025-04-13,救命恩人唐白白,那不一定哦
m025970,103,1744474444,2025-04-13,救命恩人唐白白,我有点感冒感觉
m025971,103,1744474452,2025-04-13,我,Anyway早点睡吧
m025972,103,1744474467,2025-04-13,我,睡一觉就好了
m025973,103,1744474540,2025-04-13,救命恩人唐白白,舌头上长了一颗大包不知道是啥
m025974,103,1744474556,2025-04-13,救命恩人唐白白,然后说话有点大舌头
m025975,103,1744474560,2025-04-13,我,上火了？
m025976,103,1744474567,2025-04-13,救命恩人唐白白,maybe
m025977,103,1744474577,2025-04-13,救命恩人唐白白,喝点水
m025978,103,1744474581,2025-04-13,救命恩人唐白白,睡了！
m025980,103,1744474608,2025-04-13,救命恩人唐白白,不要这个
m025981,103,1744474614,2025-04-13,救命恩人唐白白,敷衍团子
m025982,103,1744474693,2025-04-13,救命恩人唐白白,[可怜]
m025983,103,1744474777,2025-04-13,我,为什么这个是敷衍
m025987,103,1744509019,2025-04-13,我,你今天要出门吗
m025989,103,1744509060,2025-04-13,我,今天还是大风哦
m025990,103,1744509061,2025-04-13,救命恩人唐白白,要出门！
m025991,103,1744509072,2025-04-13,救命恩人唐白白,啊 是嘛
m025992,103,1744509103,2025-04-13,救命恩人唐白白,为什么你在我打开咱俩对话框的瞬间发了消息呢
m025993,103,1744509109,2025-04-13,我,和昨天差不多
m025994,103,1744509116,2025-04-13,救命恩人唐白白,真是巧
m025996,103,1744509141,2025-04-13,救命恩人唐白白,但我今天必须要出门诶
m025997,103,1744509176,2025-04-13,救命恩人唐白白,有风小点的时间段吗
m025998,103,1744509204,2025-04-13,我,你可以把自己裹的重一点
m025999,103,1744509267,2025-04-13,救命恩人唐白白,哈哈哈哈哈哈
m026000,104,1744509288,2025-04-13,救命恩人唐白白,那我试试
m026001,104,1744509314,2025-04-13,救命恩人唐白白,不过就在前一秒 杺樾给我发了消息 她要跟我对作业
m026002,104,1744509338,2025-04-13,救命恩人唐白白,我估计我得下午才能出门了
m026003,104,1744510948,2025-04-13,我,不过你这两天都没遛狗吗
m026004,104,1744511023,2025-04-13,救命恩人唐白白,遛了呀
m026005,104,1744511030,2025-04-13,救命恩人唐白白,昨天不还跟你
m026006,104,1744511036,2025-04-13,我,今天早上倒是风不大
m026007,104,1744511040,2025-04-13,救命恩人唐白白,边遛边发语音了
m026008,104,1744511058,2025-04-13,我,哦哦哦，想起来了
m026009,104,1744511064,2025-04-13,救命恩人唐白白,然后说饿了上楼煮泡面
m026011,104,1744511086,2025-04-13,我,那你今天还要煮泡面吗
m026012,104,1744511090,2025-04-13,我,你没菜了
m026013,104,1744511115,2025-04-13,救命恩人唐白白,昨天我们又买了西红柿🍅
m026015,104,1744511141,2025-04-13,救命恩人唐白白,上午既然风不大 那我就下楼遛狗 顺便买周末三件套
m026016,104,1744511148,2025-04-13,救命恩人唐白白,不要问我周末三件套是啥
m026017,104,1744511152,2025-04-13,救命恩人唐白白,我告诉过你
m026019,104,1744511213,2025-04-13,我,我忘了嘛
m026020,104,1744511281,2025-04-13,我,不过为啥我觉得你的三件套很像早餐呀
m026021,104,1744511409,2025-04-13,救命恩人唐白白,早午餐呀
m026022,104,1744511420,2025-04-13,救命恩人唐白白,你也经常吃的那种[脸红]
m026023,104,1744511517,2025-04-13,我,我的早午餐实际都是午餐
m026024,104,1744511578,2025-04-13,我,油条，豆浆，煎饼果子这种 一般都当做早餐的
m026025,104,1744511607,2025-04-13,我,当然，大部分情况下，我是啃面包 比如现在
m026026,104,1744511621,2025-04-13,我,毛毛虫面包居然有夹心
m026028,104,1744511706,2025-04-13,我,对呀
m026030,104,1744511767,2025-04-13,我,黄油
m026031,104,1744511798,2025-04-13,我,不过夹心有点少
m026034,104,1744511876,2025-04-13,我,我那是早餐
m026036,104,1744511902,2025-04-13,我,当然啦
m026042,104,1744512047,2025-04-13,我,我有印象，她问了我权限的问题
m026043,104,1744512059,2025-04-13,我,说超级着急 还ding了我
m026045,104,1744512073,2025-04-13,我,我给他发了三条消息，他最后一条一直没读
m026052,104,1744512256,2025-04-13,我,那会是在我吃饭的时候
m026053,104,1744512282,2025-04-13,我,吃完饭我就跑了
m026054,104,1744512719,2025-04-13,救命恩人唐白白,我要被吹走了
m026055,104,1744512925,2025-04-13,我,没有被吹飞就好
m026056,104,1744512938,2025-04-13,我,你有把自己裹得更重吗
m026057,104,1744512951,2025-04-13,我,背上你的小书包
m026059,104,1744513079,2025-04-13,救命恩人唐白白,哈哈哈哈哈哈
m026060,104,1744513084,2025-04-13,救命恩人唐白白,我没有小书包
m026061,104,1744513664,2025-04-13,救命恩人唐白白,对了
m026062,104,1744513680,2025-04-13,救命恩人唐白白,有一天晚上石老师在我身后喊我
m026063,104,1744513682,2025-04-13,救命恩人唐白白,唐琪！
m026064,104,1744513687,2025-04-13,救命恩人唐白白,把我吓一跳
m026065,104,1744513697,2025-04-13,救命恩人唐白白,因为公司没人这么叫我
m026066,104,1744513707,2025-04-13,救命恩人唐白白,然后他说你有八十斤吗
m026067,104,1744513717,2025-04-13,救命恩人唐白白,我说那还是有的
m026068,104,1744513796,2025-04-13,我,他怎么经常这么叫你
m026069,104,1744514169,2025-04-13,救命恩人唐白白,无所谓
m026071,104,1744514348,2025-04-13,救命恩人唐白白,你知道我多少斤吗？🤔
m026072,104,1744514382,2025-04-13,我,八九十斤吧
m026076,104,1744514535,2025-04-13,我,你可能需要备一个负重40斤的大登山包 才能安全出门
m026077,104,1744514936,2025-04-13,救命恩人唐白白,哦那我想起来了
m026079,104,1744515134,2025-04-13,我,那可能不够哦
m026080,104,1744515173,2025-04-13,我,不过小鹰这两年真的离谱，随便一个小书包都一千多了
m026081,104,1744515285,2025-04-13,我,昨天还看了一个 讲户外品牌和关税的文章，户外品牌里美国货很多，所以不知道未来会涨到什么地步
m026082,104,1744515311,2025-04-13,我,还好香港走私的一大堆
m026083,104,1744516154,2025-04-13,救命恩人唐白白,再看看
m026084,104,1744516161,2025-04-13,救命恩人唐白白,这关税大战
m026085,104,1744516178,2025-04-13,救命恩人唐白白,刚刚不是还发新闻有豁免的品类了吗
m026086,104,1744516186,2025-04-13,救命恩人唐白白,真是活久见
m026087,104,1744516197,2025-04-13,救命恩人唐白白,我的小鹰
m026088,104,1744516205,2025-04-13,救命恩人唐白白,是我刚工作那几年买的
m026089,104,1744516210,2025-04-13,我,走私的话，主要是假货现在太多
m026090,104,1744516212,2025-04-13,救命恩人唐白白,得五年前了
m026091,104,1744516233,2025-04-13,救命恩人唐白白,A货哈哈哈哈
m026093,104,1744516248,2025-04-13,我,小鹰在国内有代理 有大陆专门的防伪标识
m026094,104,1744516254,2025-04-13,我,走私的话就没了
m026095,104,1744516262,2025-04-13,我,所以真假很难说
m026096,104,1744516271,2025-04-13,救命恩人唐白白,噢？
m026097,104,1744516286,2025-04-13,我,但香港买确实比大陆便宜很多，大陆这两年小鹰价格基本翻倍了
m026098,104,1744516295,2025-04-13,救命恩人唐白白,🤔
m026099,104,1744516415,2025-04-13,我,反正我现在买不起它的小包了
m026100,104,1744516497,2025-04-13,我,重装包你可以说背负系统啊人体工学啊blabla的溢价，二十升的小包我是真不理解为什么可以炒那么贵，就背个五公斤东西顶多了
m026101,104,1744516557,2025-04-13,救命恩人唐白白,我为什么找不到我的购买记录了
m026102,104,1744516560,2025-04-13,救命恩人唐白白,奇了怪了
m026103,104,1744516565,2025-04-13,救命恩人唐白白,我只记得
m026104,104,1744516586,2025-04-13,救命恩人唐白白,买回来有什么防伪的小牌子
m026105,104,1744516593,2025-04-13,救命恩人唐白白,太久了记不清了
m026106,104,1744516601,2025-04-13,救命恩人唐白白,我也忘记我买成多少钱了
m026108,104,1744516636,2025-04-13,我,五年前买的那时还没什么假货吧价格也还好
m026109,104,1744516649,2025-04-13,我,只是疫情后疯狂涨了一波
m026110,104,1744516655,2025-04-13,我,才有了一堆假货
m026111,104,1744516662,2025-04-13,救命恩人唐白白,真是神奇
m026113,104,1744516791,2025-04-13,救命恩人唐白白,找到了
m026114,104,1744516798,2025-04-13,救命恩人唐白白,京东旗舰店买的
m026115,104,1744516815,2025-04-13,救命恩人唐白白,我为什么
m026116,104,1744516817,2025-04-13,救命恩人唐白白,凌晨三点
m026117,104,1744516826,2025-04-13,救命恩人唐白白,还在买包哈哈哈哈哈哈哈哈哈
m026119,104,1744516895,2025-04-13,救命恩人唐白白,涨价了50%多哇哈哈哈哈哈[破涕为笑]
m026120,104,1744516899,2025-04-13,我,这款还好
m026121,104,1744516903,2025-04-13,我,你看看暴风
m026123,104,1744516926,2025-04-13,我,太离谱了只能说
m026124,104,1744516981,2025-04-13,救命恩人唐白白,hhhhh
m026125,104,1744517010,2025-04-13,救命恩人唐白白,只能是别人送你了 你自己肯定是不买了
m026126,104,1744517045,2025-04-13,我,这两年价格炒的比较高
m026127,104,1744517049,2025-04-13,救命恩人唐白白,礼物就不一样了 送礼人的心理状态有可能还可以接受这个价格
m026128,104,1744517059,2025-04-13,我,不过嘛 据说炒鞋市场已经崩了
m026129,104,1744517088,2025-04-13,救命恩人唐白白,不感兴趣[脸红]
m026130,104,1744517100,2025-04-13,救命恩人唐白白,鞋子 包包
m026131,104,1744517107,2025-04-13,我,户外这两年热度高 逐渐会正常的
m026132,104,1744517181,2025-04-13,我,好处就是你的包可能背了几年了，还能原价出出去[脸红]
m026134,104,1744517240,2025-04-13,救命恩人唐白白,是哦
m026136,104,1744517263,2025-04-13,我,你是不是给我说过 我有点印象
m026137,104,1744517281,2025-04-13,救命恩人唐白白,确实很神奇 很轻 背上像没背一样
m026138,104,1744517288,2025-04-13,我,户外的包包嘛 实用性还是很强的
m026140,104,1744517331,2025-04-13,救命恩人唐白白,然后你说你的E人朋友邀请你去旁边小区他的家里玩
m026141,104,1744517344,2025-04-13,我,对
m026142,104,1744517388,2025-04-13,我,你记性真不错
m026143,104,1744517402,2025-04-13,救命恩人唐白白,用心什么记不住
m026144,104,1744517448,2025-04-13,我,你已经吃了你的三件套了吧
m026145,104,1744517456,2025-04-13,我,我到了该点外卖的时候
m026146,104,1744517471,2025-04-13,我,吃什么呢？
m026147,104,1744517629,2025-04-13,救命恩人唐白白,我吃完啦 还手冲了一杯 美式
m026150,104,1744518031,2025-04-13,我,搞定了
m026151,104,1744518347,2025-04-13,救命恩人唐白白,吃的啥
m026152,104,1744518395,2025-04-13,我,水煮肉片 手撕包菜
m026153,104,1744518485,2025-04-13,救命恩人唐白白,又是一个标准川菜呀
m026155,104,1744518504,2025-04-13,救命恩人唐白白,磨磨蹭蹭的我终于开电脑了
m026156,104,1744518510,2025-04-13,救命恩人唐白白,争取 一个小时搞定！
m026158,104,1744518550,2025-04-13,救命恩人唐白白,我四点要去店里对方案 在那之前还要去新房子那量尺和验收前天一层定制柜的安装
m026159,104,1744518554,2025-04-13,救命恩人唐白白,冲啊啊啊啊啊啊！
m026160,104,1744518578,2025-04-13,我,真是行程满满
m026161,104,1744552728,2025-04-13,救命恩人唐白白,我准备从美凯龙回家了
m026162,104,1744552735,2025-04-13,救命恩人唐白白,晚饭也没吃 哭哭🥹
m026163,104,1744552799,2025-04-13,我,怎么现在才回去呀？
m026164,104,1744552873,2025-04-13,救命恩人唐白白,下午四点开始对设计方案
m026165,104,1744552887,2025-04-13,救命恩人唐白白,一边对 elsa还一边开会
m026166,104,1744552924,2025-04-13,救命恩人唐白白,设计方案对到8点半 开始砍价 砍了一个多小时的价
m026167,104,1744552958,2025-04-13,救命恩人唐白白,从8万5砍价到7万4
m026168,104,1744552987,2025-04-13,救命恩人唐白白,elsa跟我们开会对材料是6点结束的 然后9点就要交新的一版材料
m026169,104,1744552991,2025-04-13,我,好厉害
m026170,104,1744553011,2025-04-13,救命恩人唐白白,我没有一点时间写
m026171,104,1744553066,2025-04-13,我,他这样emmm 我觉得在管理这个能力上面是有欠缺的
m026172,104,1744553524,2025-04-13,救命恩人唐白白,我好累哦
m026173,104,1744553582,2025-04-13,我,好苦哦你 干不动就跑路吧
m026174,104,1744553592,2025-04-13,我,开躺
m026175,104,1744554675,2025-04-13,救命恩人唐白白,那不行诶
m026176,104,1744554691,2025-04-13,救命恩人唐白白,我还想陪陪你
m026177,104,1744554747,2025-04-13,我,那你只能多躺躺了
m026178,104,1744554756,2025-04-13,我,干不完就让加人呗
m026179,104,1744555104,2025-04-13,救命恩人唐白白,干完这个月的月报
m026180,104,1744555111,2025-04-13,救命恩人唐白白,我就开始躺
m026181,104,1744555116,2025-04-13,救命恩人唐白白,我这二百个指标
m026182,104,1744555122,2025-04-13,救命恩人唐白白,够我躺一阵子了吧
m026183,104,1744555137,2025-04-13,救命恩人唐白白,我现在到家啦 开始吃披萨 吃完改月报
m026184,104,1744555151,2025-04-13,救命恩人唐白白,祝我今晚12点半前能睡觉！
m026187,104,1744563482,2025-04-14,我,睡觉睡觉睡觉
m026188,104,1744563496,2025-04-14,救命恩人唐白白,闭眼睛了
m026192,104,1744617282,2025-04-14,救命恩人唐白白,我打算
m026193,104,1744617329,2025-04-14,救命恩人唐白白,溜出去选楼梯木板的颜色 此刻
m026194,104,1744618292,2025-04-14,我,去吧
m026195,104,1744618995,2025-04-14,救命恩人唐白白,今天xy不在 晚上我也要早早走！
m026198,104,1744630969,2025-04-14,救命恩人唐白白,啧 我变了
m026199,104,1744645613,2025-04-14,我,上床啦
m026200,104,1744645623,2025-04-14,我,你三条罪证 怎么还没有给我列好
m026201,104,1744646865,2025-04-15,救命恩人唐白白,刚刚下厨去了
m026202,104,1744646896,2025-04-15,救命恩人唐白白,做了一道🍅🐮🥣
m026203,104,1744646925,2025-04-15,我,你为什么这个点下厨
m026204,104,1744646940,2025-04-15,救命恩人唐白白,还有一道🫚🧄🥩
m026205,104,1744646965,2025-04-15,救命恩人唐白白,因为外公拿给我的牛肉再不做就要坏了
m026206,104,1744646969,2025-04-15,救命恩人唐白白,[脸红]
m026207,104,1744646978,2025-04-15,我,那你做完吃了吗
m026208,104,1744646986,2025-04-15,救命恩人唐白白,当然没
m026209,104,1744646995,2025-04-15,救命恩人唐白白,只尝了一两口
m026210,104,1744646999,2025-04-15,救命恩人唐白白,我舌头还是疼
m026211,104,1744647001,2025-04-15,我,那你可以留着明天早上吃
m026212,104,1744647021,2025-04-15,救命恩人唐白白,翻了翻找到了一个已经发展成溃疡的地
m026215,104,1744647172,2025-04-15,我,没有哦
m026216,104,1744647177,2025-04-15,我,我洗完澡就上床了
m026217,104,1744647188,2025-04-15,我,我一般上床都挺早的
m026218,104,1744647198,2025-04-15,我,然后口很久手机
m026221,104,1744647652,2025-04-15,救命恩人唐白白,我终于躺下了
m026222,104,1744647661,2025-04-15,救命恩人唐白白,又是疲惫的一天
m026223,104,1744647663,2025-04-15,我,一片不够哦
m026224,104,1744647680,2025-04-15,我,反正我明天会记得给你的
m026225,104,1744647707,2025-04-15,救命恩人唐白白,嘿嘿好
m026228,104,1744647757,2025-04-15,救命恩人唐白白,毕竟
m026229,104,1744647763,2025-04-15,我,那你先睡觉吧
m026230,104,1744647782,2025-04-15,救命恩人唐白白,我能预判到
m026231,104,1744647794,2025-04-15,救命恩人唐白白,你会强烈反驳我
m026232,104,1744647811,2025-04-15,救命恩人唐白白,跟我打好一阵儿激烈的辩论
m026233,104,1744647816,2025-04-15,救命恩人唐白白,[脸红]
m026234,104,1744647831,2025-04-15,救命恩人唐白白,对不对
m026235,104,1744647844,2025-04-15,我,那得看你的攻势了
m026236,104,1744647875,2025-04-15,我,但反驳肯定是会反驳的 我可不会乖乖投降
m026238,104,1744647956,2025-04-15,救命恩人唐白白,就喜欢我的好朋友跟我棋逢对手
m026240,104,1744648039,2025-04-15,救命恩人唐白白,那我闭眼睡咯
m026242,104,1744648050,2025-04-15,我,睡吧
m026244,104,1744648058,2025-04-15,救命恩人唐白白,晚安安
m026245,104,1744680578,2025-04-15,救命恩人唐白白,今天出门晚了[难过]
m026246,104,1744681467,2025-04-15,我,没事，我还没出门
m026247,104,1744725324,2025-04-15,我,室友出差了
m026249,104,1744725339,2025-04-15,我,这是堆积一周的快递
m026250,105,1744725377,2025-04-15,我,[脸红]感觉比我俩月的都多
m026251,105,1744725379,2025-04-15,救命恩人唐白白,哈哈哈哈哈
